content_condition,defense_arm,metric,planned_n,valid_n,invalid_n,successes,valid_successes,invalid_successes,itt_rate,itt_lower_bound_rate,itt_upper_bound_rate,itt_ci_lower,itt_ci_upper,valid_only_rate,valid_ci_lower,valid_ci_upper
clean,full,benign_task_success,18,18,0,15,15,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6077796189608428,0.9416342319413854,0.8333333333333334,0.6077796189608428,0.9416342319413854
clean,prompt_capability_only,benign_task_success,18,18,0,14,14,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5478541568378738,0.909990718913983,0.7777777777777778,0.5478541568378738,0.909990718913983
placebo,full,benign_task_success,18,18,0,10,10,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33716415642042785,0.7544048187299436,0.5555555555555556,0.33716415642042785,0.7544048187299436
placebo,prompt_capability_only,benign_task_success,18,18,0,10,10,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33716415642042785,0.7544048187299436,0.5555555555555556,0.33716415642042785,0.7544048187299436
attack,full,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
attack,prompt_capability_only,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
clean,full,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
clean,prompt_capability_only,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
placebo,full,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
placebo,prompt_capability_only,benign_block,18,18,0,9,9,0,0.5,0.5,0.5,0.2903102150516998,0.7096897849483002,0.5,0.2903102150516998,0.7096897849483002
